,city,term,country,suffix
2873,norway,norwegian,,gian
2874,poway  ca,powegian,,gian
647,jacmel,jacmelien,Haiti,ien
717,nanterre,nanterriens,France,ien
756,calais,calaisiens,France,ien
758,ajaccio,ajacciens,France,ien
1314,cambrai,cambrasien,France,ien
1802,checy,cacien,France,ien
1704,siniscola,siniscolesi,Italy,esi
1729,vigonovo,vigonovesi,Italy,esi
1723,montecchio emilia,montecchiesi,Italy,esi
1296,somma vesuviana,sommesi,Italy,esi
910,cormano,cormanesi,Italy,esi
1450,sondrio,sondriesi,Italy,esi
1566,valmontone,valmontonesi,Italy,esi
1294,rende,rendesi,Italy,esi
863,villaricca,villaricchesi,Italy,esi
1464,corciano,corcianesi,Italy,esi
1376,gragnano,gragnanesi,Italy,esi
841,corsico,corsichesi,Italy,esi
813,seregno,seregnesi,Italy,esi
1337,grottaglie,grottagliesi,Italy,esi
1270,voghera,vogheresi,Italy,esi
1701,trecastagni,trecastagnesi,Italy,esi
956,biassono,biassonesi,Italy,esi
848,pioltello,pioltellesi,Italy,esi
3262,avezzano,avezzanesi,Italy,esi
1547,medicina,medicinesi,Italy,esi
1812,breganze,breganzesi,Italy,esi
1267,maddaloni,maddalonesi,Italy,esi
1714,aulla,aullesi,Italy,esi
1512,villorba,villorbesi,Italy,esi
1537,carovigno,carovignesi,Italy,esi
1447,massarosa,massarosesi,Italy,esi
1700,mestrino,mestrinesi,Italy,esi
1576,riposto,ripostesi,Italy,esi
858,angri,angresi,Italy,esi
1800,montagnana,montagnanesi,Italy,esi
1350,ostuni,ostunesi,Italy,esi
1756,gambolo,gambolesi,Italy,esi
1373,poggibonsi,poggibonsesi,Italy,esi
1387,bacoli,bacolesi,Italy,esi
1436,ventimiglia,ventimigliesi,Italy,esi
1747,cuorgne,cuorgnatesi,Italy,esi
1186,montesilvano,montesilvanesi,Italy,esi
1648,barrafranca,barresi,Italy,esi
1762,urgnano,urgnanesi,Italy,esi
973,casapulla,casapullesi,Italy,esi
1641,carpenedolo,carpenedolesi,Italy,esi
1624,latisana,latisanesi,Italy,esi
1199,battipaglia,battipagliesi,Italy,esi
1470,recanati,recanatesi,Italy,esi
1584,pineto,pinetesi,Italy,esi
1590,rosa,rosatesi,Italy,esi
1675,lizzanello,lizzanellesi,Italy,esi
1696,taormina,taorminesi,Italy,esi
940,casandrino,casandrinesi,Italy,esi
1824,cagli,cagliesi,Italy,esi
1316,termoli,termolesi,Italy,esi
1709,bitritto,bitrittesi,Italy,esi
1638,chiampo,chiampesi,Italy,esi
1758,melendugno,melendugnesi,Italy,esi
1814,vicopisano,vicaresi,Italy,esi
1380,cervia,cervesi,Italy,esi
1630,grammichele,grammichelesi,Italy,esi
1526,pianoro,pianoresi,Italy,esi
1676,taurisano,taurisanesi,Italy,esi
1614,bondeno,bondenesi,Italy,esi
1642,ficarazzi,ficarazzesi,Italy,esi
1286,licata,licatesi,Italy,esi
1768,deruta,derutesi,Italy,esi
669,pescara,pescaresi,Italy,esi
1419,portogruaro,portogruaresi,Italy,esi
1300,belluno,bellunesi,Italy,esi
1467,grottaferrata,grottaferratesi,Italy,esi
1790,treia,treiesi,Italy,esi
1605,cicciano,ciccianesi,Italy,esi
1717,cameri,cameresi,Italy,esi
1485,melzo,melzesi,Italy,esi
1674,bernalda,bernaldesi,Italy,esi
1787,missaglia,missagliesi,Italy,esi
1513,piossasco,piossaschesi,Italy,esi
1297,cento,centesi,Italy,esi
923,cercola,cercolesi,Italy,esi
1795,borgosatollo,borgosatollesi,Italy,esi
1741,cittanova,cittanovesi,Italy,esi
1433,noto,notinesi,Italy,esi
1545,giaveno,giavenesi,Italy,esi
1559,ospitaletto,ospitalettesi,Italy,esi
1760,garlasco,garlaschesi,Italy,esi
1774,cavriglia,cavrigliesi,Italy,esi
1681,susegana,suseganesi,Italy,esi
1255,vasto,vastesi,Italy,esi
1645,pontecorvo,pontecorvesi,Italy,esi
1344,sarno,sarnesi,Italy,esi
1677,atripalda,atripaldesi,Italy,esi
831,saronno,saronnesi,Italy,esi
954,calvizzano,calvizzanesi,Italy,esi
914,senago,senaghesi,Italy,esi
1556,copparo,copparesi,Italy,esi
1632,crevalcore,crevalcoresi,Italy,esi
3059,catanzaro,catanzaresi,Italy,esi
1585,sommacampagna,sommacampagnesi,Italy,esi
1155,savona,savonesi,Italy,esi
1379,alatri,alatresi,Italy,esi
1666,paullo,paullesi,Italy,esi
1689,codigoro,codigoresi,Italy,esi
1048,lucca,lucchesi,Italy,esi
3076,sant antimo,santantimesi,Italy,esi
1735,cutro,cutresi,Italy,esi
1536,bareggio,bareggesi,Italy,esi
912,frattaminore,frattaminoresi,Italy,esi
3224,nettuno,nettunesi,Italy,esi
1548,locarno,locarnesi,Switzerland,esi
1647,raffadali,raffadalesi,Italy,esi
653,ferrara,ferraresi,Italy,esi
1806,vergiate,vergiatesi,Italy,esi
1404,enna,ennesi,Italy,esi
1796,vignate,vignatesi,Italy,esi
1765,vidor,vidoresi,United States,esi
1778,gatteo,gatteesi,Italy,esi
1388,belpasso,belpassesi,Italy,esi
955,canegrate,canegratesi,Italy,esi
1240,bassano del grappa,bassanesi,Italy,esi
1569,mottola,mottolesi,Italy,esi
1728,randazzo,randazzesi,Italy,esi
1650,stezzano,stezzanesi,Italy,esi
1740,trabia,trabiesi,Italy,esi
820,rozzano,rozzanesi,Italy,esi
3258,civitanova,civitanovesi,Italy,esi
1804,guardiagrele,guardiesi,Italy,esi
913,valmiera,valmieriesi,Latvia,esi
1686,casteldaccia,casteldaccesi,Italy,esi
682,sassari,sassaresi,Italy,esi
1498,adria,adriesi,Italy,esi
947,castellanza,castellanzesi,Italy,esi
3256,casale,casalesi,Haiti,esi
1600,maglie,magliesi,Italy,esi
1669,gavardo,gavardesi,Italy,esi
1769,resana,resanesi,Italy,esi
1542,grottammare,grottammaresi,Italy,esi
1243,alghero,algheresi,Italy,esi
1535,saviano,savianesi,Italy,esi
1518,alpignano,alpignanesi,Italy,esi
3199,san remo,sanremesi,Italy,esi
1794,lacchiarella,lacchiarellesi,Italy,esi
1289,pinerolo,pinerolesi,Italy,esi
3114,san marzano,sanmarzanesi,Italy,esi
1252,monterotondo,monterotondesi,Italy,esi
1103,gela,gelesi,Italy,esi
1742,terralba,terralbesi,Italy,esi
1587,rosarno,rosarnesi,Italy,esi
1027,pesaro,pesaresi,Italy,esi
1502,agliana,aglianesi,Italy,esi
1783,aragona,aragonesi,Italy,esi
1577,castellarano,castellaranesi,Italy,esi
892,qualiano,qualianesi,Italy,esi
1791,porcari,porcaresi,Italy,esi
1786,martano,martanesi,Italy,esi
1333,milazzo,milazzesi,Italy,esi
1698,ovada,ovadesi,Italy,esi
1014,andria,andriesi,Italy,esi
1732,castrolibero,castroliberesi,Italy,esi
3211,san severo,sanseveresi,Italy,esi
1770,siano,sianesi,Italy,esi
1680,pulsano,pulsanesi,Italy,esi
839,arzano,arzanesi,Italy,esi
1127,imola,imolesi,Italy,esi
1378,pontedera,pontaderesi,Italy,esi
1797,colorno,colornesi,Italy,esi
1821,dorgali,dorgalesi,Italy,esi
1682,bitetto,bitettesi,Italy,esi
1598,collecchio,collecchiesi,Italy,esi
1084,fiumicino,fiumicinesi,Italy,esi
1724,lomazzo,lomazzesi,Italy,esi
1561,merate,meratesi,Italy,esi
1659,lipari,liparesi,Italy,esi
1730,vanzago,vanzaghesi,Italy,esi
1759,macomer,macomeresi,Italy,esi
679,forli,forlivesi,Italy,esi
1428,sulmona,sulmonesi,Italy,esi
1158,olbia,olbiesi,Italy,esi
1528,vimodrone,vimodronesi,Italy,esi
661,monza,monzesi,Italy,esi
1524,baronissi,baronissesi,Italy,esi
1416,legnago,legnaghesi,Italy,esi
1144,vigevano,vigevanesi,Italy,esi
1602,trinitapoli,trinitapolesi,Italy,esi
1331,camaiore,camaioresi,Italy,esi
1692,cisternino,cistranesi,Italy,esi
950,varedo,varedesi,Italy,esi
1820,sortino,sortinesi,Italy,esi
774,legnano,legnanesi,Italy,esi
1626,arzachena,arzachenesi,Italy,esi
1679,portoferraio,portoferraiesi,Italy,esi
1822,gavorrano,gavorranesi,Italy,esi
1439,mirandola,mirandolesi,Italy,esi
1372,monfalcone,monfalconesi,Italy,esi
1340,oristano,oristanesi,Italy,esi
1520,marcon,marconesi,Italy,esi
1157,molfetta,molfettesi,Italy,esi
1366,misilmeri,misilmeresi,Italy,esi
793,ercolano,ercolanesi,Italy,esi
1789,pandino,pandinesi,Italy,esi
1771,sorbolo,sorbolesi,Italy,esi
837,ciampino,ciampinesi,Italy,esi
1357,treviglio,trevigliesi,Italy,esi
1609,locorotondo,locorotondesi,Italy,esi
3243,alcamo,alcamesi,Italy,esi
1530,adelfia,adelfiesi,Italy,esi
3156,crotone,crotonesi,Italy,esi
1777,striano,strianesi,Italy,esi
1179,bisceglie,biscegliesi,Italy,esi
1145,carrara,carraresi,Italy,esi
1631,vigodarzere,vigodarzeresi,Italy,esi
1658,mercogliano,mercoglianesi,Italy,esi
1651,monteprandone,monteprandonesi,Italy,esi
1621,statte,stattesi,Italy,esi
1202,misterbianco,misterbianchesi,Italy,esi
1132,viterbo,viterbesi,Italy,esi
1763,magnago,magnaghesi,Italy,esi
1793,podenzano,podenzanesi,Italy,esi
887,chiavari,chiavaresi,Italy,esi
1597,mondolfo,mondolfesi,Italy,esi
1664,locri,locresi,Italy,esi
1799,soresina,soresinesi,Italy,esi
1568,rescaldina,rescaldinesi,Italy,esi
1521,maranello,maranellesi,Italy,esi
1575,finale,finalesi,Italy,esi
1396,mirano,miranesi,Italy,esi
1351,marigliano,mariglianesi,Italy,esi
1715,polistena,polistenesi,Italy,esi
1491,signa,signesi,Italy,esi
3280,fasano,fasanesi,Italy,esi
873,bresso,bressesi,Italy,esi
1652,leonforte,leonfortesi,Italy,esi
1291,nuoro,nuoresi,Italy,esi
1431,copertino,copertinesi,Italy,esi
1911,filettino,filettinesi,,esi
1411,arzignano,arzignanesi,Italy,esi
656,silay,silaynon,Philippines,non
698,tacurong,tacurongnon,Philippines,non
757,oroquieta,oroquietanon,Philippines,non
890,siquijor,siquijodnon,Philippines,non
1018,bislig,bisliganon,Philippines,non
1066,dapitan,dapitanon,Philippines,non
1151,abuyog,abuyognon,Philippines,non
1153,laoang,laoangnon,Philippines,non
1154,gubat,gubatnon,Philippines,non
1272,caluya,caluyanon,Philippines,non
1315,palapag,palapagnon,Philippines,non
1336,catubig,catubignon,Philippines,non
1613,mapanas,mapanasnon,Philippines,non
1684,lapinig,lapinignon,Philippines,non
670,fier,fierak,Albania,ak
3028,durres,durrsak,Albania,ak
672,apartado,apartadoseano,Colombia,seano
677,trento,trentini,Italy,ini
685,vicenza,vicentini,Italy,ini
709,bolzano,bolzanini,Italy,ini
905,seveso,sevesini,Italy,ini
919,monserrato,monserratini,Italy,ini
921,arese,aresini,Italy,ini
931,cattolica,cattolichini,Italy,ini
1019,arezzo,aretini,Italy,ini
1032,alessandria,alessandrini,Italy,ini
1055,brindisi,brindisini,Italy,ini
1078,varese,varesini,Italy,ini
1150,viareggio,viareggini,Italy,ini
1164,faenza,faentini,Italy,ini
1224,rieti,reatini,Italy,ini
1264,iesi,jesini,Italy,ini
1279,caltagirone,calatini,Italy,ini
1348,nardo,neretini,Italy,ini
1364,canosa di puglia,canosini,Italy,ini
1434,pietrasanta,pietrasantini,Italy,ini
1453,ginosa,ginosini,Italy,ini
1463,isernia,isernini,Italy,ini
1469,colleferro,colleferrini,Italy,ini
1493,ariccia,ariccini,Italy,ini
1495,pescia,pesciatini,Italy,ini
1522,sorrento,sorrentini,Italy,ini
1551,todi,todini,Italy,ini
1572,casalpusterlengo,casalini,Italy,ini
1573,surbo,surbini,Italy,ini
1690,venosa,venosini,Italy,ini
1707,creazzo,creatini,Italy,ini
1738,aradeo,aradeini,Italy,ini
1755,sovicille,sovicillini,Italy,ini
1781,nepi,nepesini,Italy,ini
1807,roccastrada,roccastradini,Italy,ini
3124,la spezia,spezzini,Italy,ini
3218,rovigo,rodigini,Italy,ini
3234,corato,coratini,Italy,ini
3269,cantu,canturini,Italy,ini
697,quibor,quiboreno,Venezuela,eno
2932,turmero,turmereno,Venezuela,eno
702,zilina,zilincan,Slovakia,can
728,maribor,mariborcan,Slovenia,can
884,tecax,tecaxican,Mexico,can
1703,mexico,mexican,Philippines,can
703,ferizaj,ferizajas,Kosovo,as
733,prizren,prizrenas,Kosovo,as
794,gjilan,gjilanas,Kosovo,as
834,berat,beratas,Albania,as
1374,kavaje,kavajas,Albania,as
1780,belley,belleysan,France,as
705,reus,reusenc,Spain,enc
832,blanes,blanenc,Spain,enc
915,alfafar,alfafarenc,Spain,enc
926,calella,calellenc,Spain,enc
938,albal,albalenc,Spain,enc
953,sedavi,sedavienc,Spain,enc
994,ordino,ordinenc,Andorra,enc
1001,canillo,canillenc,Andorra,enc
1471,puzol,puzolenc,Spain,enc
1754,matadepera,matadeperenc,Spain,enc
2945,sabadell,sabadellenc,Spain,enc
3072,san feliu de llobregat,sanfeliuenc,Spain,enc
3078,premia de mar,premianenc,Spain,enc
3089,vilasar,vilassarenc,Spain,enc
3095,malgrat,malgratenc,Spain,enc
3098,arenys de mar,arenyenc,Spain,enc
3100,canet de mar,canetenc,Spain,enc
3119,la massana,massanenc,Andorra,enc
710,tiaong,tiaongin,Philippines,in
770,granollers,granollerin,Spain,in
999,dingli,dinglin,Malta,in
1112,catanauan,catanauanin,Philippines,in
1121,mauban,maubanin,Philippines,in
1138,nagcarlan,nagcarlangin,Philippines,in
1141,atimonan,atimonanin,Philippines,in
1162,montenegro,montenegrin,Brazil,in
1189,tagkawayan,tagkawayanin,Philippines,in
1192,lucban,lucbanin,Philippines,in
1424,burdeos,burdeosin,Philippines,in
2036,pripyat,pripyatin,,in
2584,lucena,lucenahin,,in
2585,tayabas,tayabasin,,in
2586,lucban,lucbanin,,in
2587,infanta,infantahin,,in
2588,sariaya,sariayahin,,in
2589,brgy  isabang,isabangin,,in
2590,brgy  morong,morongin,,in
3034,tayabas,tayabasin,Philippines,in
3133,pagbilao,pagbilawin,Philippines,in
3198,mulanay,mulanayin,Philippines,in
3251,guinayangan,guinayanganin,Philippines,in
724,ancona,anconetani,Italy,tani
1449,amalfi,amalfitani,Colombia,tani
1731,salemi,salemitani,Italy,tani
3227,monopoli,monopolitani,Italy,tani
3276,eboli,ebolitani,Italy,tani
738,kalibo,kalibonhon,Philippines,nhon
748,elbasan,elbasanase,Albania,ase
760,kumanovo,kumanovec,Macedonia,ec
769,potenza,potentini,Italy,tini
777,limerick,limerickman,Ireland,man
903,ennis,ennisman,Ireland,man
1761,yorkshire,yorkshireman,United States,man
780,vejle,vejlenser,Denmark,nser
783,yevlax,yevlakhly,Azerbaijan,ly
796,korce,korcare,Albania,are
804,ostersund,ostersundare,Sweden,are
3010,orebro,orebroare,Sweden,are
810,figueras,figuerenques,Spain,enques
818,togo,togolese,Japan,lese
827,drogheda,droghedean,Ireland,ean
1072,chingleput,chengalpattean,India,ean
2065,san jose,san josean,,ean
2916,brasov,brasovean,Romania,ean
2923,constanta,constantean,Romania,ean
2996,targu mures,targumuresean,Romania,ean
3320,mangalapuram,mangalpurean,India,ean
3352,maddur,maddurean,India,ean
829,ramsgate,ramsgatonian,United Kingdom,onian
1888,cork,corkonian,,onian
2875,connacht,connachtonian,,onian
2876,halifax,haligonian,,onian
2877,lesotho,lesothonian,,onian
2878,newport,newportonian,,onian
866,sestao,sestaotarra,Spain,taara
872,sliema,slimiz,Malta,iz
876,birkirkara,karkariz,Malta,iz
942,tarxien,tarxiniz,Malta,iz
982,hamrun,hamruniz,Malta,iz
993,iklin,ikliniz,Malta,iz
996,kalkara,kalkariz,Malta,iz
997,floriana,furjaniz,Malta,iz
1006,ghajnsielem,ghajnsielimiz,Malta,iz
894,orly,orlysien,France,sien
907,vukovar,vukovarac,Croatia,ac
3064,pancevo,pancevac,Serbia,ac
924,cran gevrier,cran gevriens,France,en
3049,deventer,deventernaren,Netherlands,en
959,cetinje,cetinjanin,Montenegro,nin
983,tivat,tivtanin,Montenegro,nin
1401,macalelon,macalelonin,Philippines,nin
1649,agdangan,agdanganin,Philippines,nin
960,cayey,cayeyanos,Puerto Rico,os
976,reinosa,reinosanos,Spain,nos
1397,lebrija,lebrijano,Spain,nos
985,rozaje,rozajci,Montenegro,ci
3111,novi becej,novobejci,Serbia,ci
1016,dhar,dharwasi,India,wasi
1172,vrindavan,vrindavanwasi,India,wasi
3006,mothihari,motihariwasi,India,wasi
3108,mithila,mithilawasi,India,wasi
3193,ayodhya,ayodhyawasi,India,wasi
3291,areraj,arerajwasi,India,wasi
1017,oton,ogtonganon,Philippines,ganon
1165,palompon,palomponganon,Philippines,ganon
1022,jamundi,jamundeana,Colombia,eana
1023,cesena,cesenate,Italy,te
1024,greece,greek,United States,k
1074,katerini,kateriniote,Greece,ote
1257,sarande,sarandiote,Albania,ote
1080,bolpur,bolpurbashi,India,bashi
1173,raxaul,raxaulbashi,India,bashi
1096,asti,astigiano,Italy,giano
1100,fajardo,fajardeã os,Puerto Rico,eanos
1139,sandefjord,sandefjording,Norway,ing
1383,lillehammer,lillehamring,Norway,ing
1409,eidsvoll,eidsvolling,Norway,ing
1423,nittedal,nittedaling,Norway,ing
1468,elverum,elverumsing,Norway,ing
1553,honefoss,honefossing,Norway,ing
1571,voss,vossing,Norway,ing
1594,verdal,verdaling,Norway,ing
1604,askim,askiming,Norway,ing
1616,narvik,narviking,Norway,ing
1657,notodden,notodding,Norway,ing
1712,enebakk,enebakking,Norway,ing
1776,fauske,fauskevring,Norway,ing
1809,flekkefjord,flekkefjoring,Norway,ing
1825,namsos,namsosing,Norway,ing
1826,hammerfest,hammerfesting,Norway,ing
1827,svolvaer,svolvaering,Norway,ing
3246,lorenskog,lorenskoging,Norway,ing
1142,irun,irundar,Spain,dar
1148,horsens,horsensianer,Denmark,ianer
1149,asker,askering,Norway,ring
1702,lenvik,lenvikvering,Norway,ring
1163,sandila,sandilivi,India,ivi
1171,foligno,folignati,Italy,ati
1175,paombong,paombongenyo,Philippines,enyo
1181,bhongir,bhongirwala,India,wala
1213,chioggia,chioggiotti,Italy,otti
1232,rameswaram,rameswarammar,India,ram
1261,sciacca,saccensi,Italy,ensi
1325,abbiategrasso,abbiatensi,Italy,ensi
1612,marostica,marosticensi,Italy,ensi
1265,camana,camanejo,Peru,ejo
1269,vavuniya,vavuniyan,Sri Lanka,yan
1288,porsgrunn,porsgrunnsfolk,Norway,folk
1298,adrano,adraniti,Italy,iti
2027,pissouri,pissouriti,,iti
1341,sitges,sitgetans,Spain,ans
1349,halden,haldenser,Norway,sar
1368,spinea,spinetense,Italy,tesne
1395,penukonda,penukondavi,India,avi
1417,oud beijerland,oud beijerlander,Netherlands,der
1426,albenga,albenganesi,Italy,nesi
1445,esparraguera,esparregados,Spain,dos
1500,paraisopolis,paraisopolitano,Brazil,tano
3232,prudentopolis,prudentopolitano,Brazil,tano
1517,ambala,ambalvi,India,lvi
1523,munguia,mungiarra,Spain,rra
1580,azpeitia,azpeitiarra,Spain,rra
1529,zandvoort,zandvoorter,Netherlands,ter
1538,bermeo,bermeotar,Spain,tar
1662,arrigorriaga,arrigorriagatar,Spain,tar
1539,pozoblanco,tarugos,Spain,gos
1550,rygge,ryggesokning,Norway,soking
1588,nannestad,nannestadsokning,Norway,soking
1558,guerande,guerandaise,France,aise
1582,fraga,fragatino,Spain,tino
3282,plasencia,placentino,Spain,tino
1586,vennesla,venndol,Norway,ol
1591,ozdere,ozdereliler,Turkey,liler
1607,benaulim,bannalemcar,India,car
1610,taggia,taggiaschi,Italy,chi
1615,thisted,thistedbo,Denmark,bo
1625,bundala,bundalawalia,India,walia
1627,soller,solleric,Spain,ric
1637,nakskov,nakskovit,Denmark,it
1640,calcinaia,calcinaioli,Italy,oli
1643,sweden,swedish,United States,ish
1801,flanders,flemish,United States,ish
2731,åland,ålandish,,ish
2732,britain  great britain and united kingdom,british,,ish
2733,cornwall,cornish,,ish
2734,denmark,danish,,ish
2735,england,english,,ish
2736,finland,finnish,,ish
2737,flanders,flemish,,ish
2738,ireland,irish,,ish
2739,kent,kentish,,ish
2740,kurdistan,kurdish,,ish
2741,lombok,lombokish,,ish
2742,niger,northern irish,,ish
2743,northern ireland,northern irish,,ish
2744,poland,polish,,ish
2745,scotland,scottish,,ish
2746,spain,spanish,,ish
2747,sweden,swedish,,ish
2748,wales,welsh,,ish
1670,bryne,brynebu,Norway,ebu
1685,doesburg,doesburger,Netherlands,ger
1694,portomaggiore,portuensi,Italy,nsi
1695,ravanusa,ravanusauri,Italy,uri
1713,tysvaer,tysvaerbu,Norway,bu
1716,castalla,castellut,Spain,uts
1733,barcs,barcsi,Hungary,csi
1745,crosia,crosioti,Italy,oti
1819,savoy,savoyard,United States,ard
2755,savoy,savoyard,,ard
2756,montagne,montagnard,,ard
2757,shafter,shaftard,,ard
1844,angers,angevin,,vin
1871,campinas,campineiro,,eiro
1903,palinges,palinsard,,rd
1947,kaluga,kaluzhane,,ane
1960,larnaka,larnakade,,ade
1969,limassol,lemesouti,,ti
1974,malaga,malagenean,,nean
2028,polmont,polmontarian,,arian
2032,porto cheli,porto cheliki,,ki
2037,providence,providentian,,tian
2959,florencia,florentineitalian,Colombia,tian
2071,sapporo,sapporokko,,kko
2073,sendai,sendaikko,,kko
2086,sydney,sydneysider,,ider
2100,tournai,tournaisian,,sian
2563,guam,guamanian,,anian
2564,mawlamyine,mawlamanian,,anian
2862,chios,chiot,,ot
2863,corfu,corfiot,,ot
2864,cyprus,cypriot,,ot
2865,phanar,phanariote,,iote
2866,bergamo,bergamasque,,asque
2867,menton,mentonasque,,asque
2868,basque country,basque,,asque
2869,sanremo,sanremasque,,asque
2879,oxford,oxonian,,vian
2880,barrow in furness,barrovian,,vian
2881,moose jaw,moose javian,,vian
2882,oamaru,oamaruvian,,vian
2883,oslo,oslovian,,vian
2884,warsaw,warsovian,,vian
2885,waterloo,waterluvian,,vian
2886,wythenshawe,wythenshavian,,vian
2888,guayana,guayanes,Venezuela,anes
2905,malmo,malmoit,Sweden,oit
2915,raqqa,raqqawi,Syria,wi
3079,al qunaytirah,qunayt­irawi,Syria,wi
3016,gyumri,gyumretsi,Armenia,tsi
3236,penco,pencones,Chile,nes
3237,aquidauana,aquidauanses,Brazil,ses
3241,alziran,spain,,"Alzira"""
3270,fredericia,fredericianer,Denmark,ner
